event_title,discipline_title,slug_game,event_gender
Marathon - 10 km men,Marathon Swimming,beijing-2008,Men
marathon 10km women,Marathon Swimming,beijing-2008,Women
points race women,Cycling Track,beijing-2008,Women
individual pursuit women,Cycling Track,beijing-2008,Women
sprint women,Cycling Track,beijing-2008,Women
Keirin men,Cycling Track,beijing-2008,Men
Individual Pursuit men,Cycling Track,beijing-2008,Men
Points Race men,Cycling Track,beijing-2008,Men
Team Pursuit 4000m men,Cycling Track,beijing-2008,Men
Madison men,Cycling Track,beijing-2008,Men
Sprint individual men,Cycling Track,beijing-2008,Men
Team sprint men,Cycling Track,beijing-2008,Men
200m breaststroke men,Swimming,beijing-2008,Men
100m backstroke women,Swimming,beijing-2008,Women
200m individual medley men,Swimming,beijing-2008,Men
4x100m medley relay women,Swimming,beijing-2008,Women
400m freestyle women,Swimming,beijing-2008,Women
800m freestyle women,Swimming,beijing-2008,Women
50m freestyle men,Swimming,beijing-2008,Men
1500m freestyle men,Swimming,beijing-2008,Men
100m butterfly men,Swimming,beijing-2008,Men
4x200m freestyle relay men,Swimming,beijing-2008,Men
100m backstroke men,Swimming,beijing-2008,Men
100m breaststroke women,Swimming,beijing-2008,Women
200m butterfly women,Swimming,beijing-2008,Women
100m butterfly women,Swimming,beijing-2008,Women
200m breaststroke women,Swimming,beijing-2008,Women
200m individual medley women,Swimming,beijing-2008,Women
4x100m medley relay men,Swimming,beijing-2008,Men
4x100m freestyle relay women,Swimming,beijing-2008,Women
200m backstroke men,Swimming,beijing-2008,Men
4x200m freestyle relay women,Swimming,beijing-2008,Women
100m freestyle men,Swimming,beijing-2008,Men
50m freestyle women,Swimming,beijing-2008,Women
400m individual medley women,Swimming,beijing-2008,Women
200m butterfly men,Swimming,beijing-2008,Men
200m backstroke women,Swimming,beijing-2008,Women
4x100m freestyle relay men,Swimming,beijing-2008,Men
200m freestyle women,Swimming,beijing-2008,Women
100m freestyle women,Swimming,beijing-2008,Women
400m individual medley men,Swimming,beijing-2008,Men
200m freestyle men,Swimming,beijing-2008,Men
100m breaststroke men,Swimming,beijing-2008,Men
400m freestyle men,Swimming,beijing-2008,Men
C2 canoe double men,Canoe Slalom,beijing-2008,Men
K1 kayak single men,Canoe Slalom,beijing-2008,Men
C1 canoe single men,Canoe Slalom,beijing-2008,Men
K1 kayak single women,Canoe Slalom,beijing-2008,Women
tournament men,Football,beijing-2008,Men
tournament women,Football,beijing-2008,Women
Individual men,Trampoline,beijing-2008,Men
Individual women,Trampoline,beijing-2008,Women
Individual Competition women,Modern Pentathlon,beijing-2008,Women
Individual competition men,Modern Pentathlon,beijing-2008,Men
floor exercises women,Gymnastics Artistic,beijing-2008,Women
balance beam women,Gymnastics Artistic,beijing-2008,Women
horizontal bar men,Gymnastics Artistic,beijing-2008,Men
vault women,Gymnastics Artistic,beijing-2008,Women
vault men,Gymnastics Artistic,beijing-2008,Men
rings men,Gymnastics Artistic,beijing-2008,Men
uneven bars women,Gymnastics Artistic,beijing-2008,Women
pommel horse men,Gymnastics Artistic,beijing-2008,Men
individual all-round men,Gymnastics Artistic,beijing-2008,Men
parallel bars men,Gymnastics Artistic,beijing-2008,Men
individual all-round women,Gymnastics Artistic,beijing-2008,Women
team competition women,Gymnastics Artistic,beijing-2008,Women
team competition men,Gymnastics Artistic,beijing-2008,Men
floor exercises men,Gymnastics Artistic,beijing-2008,Men
15km mass start men,Biathlon,turin-2006,Men
125km mass start women,Biathlon,turin-2006,Women
15km women,Biathlon,turin-2006,Women
10km men,Biathlon,turin-2006,Men
75km women,Biathlon,turin-2006,Women
10km pursuit women,Biathlon,turin-2006,Women
20km men,Biathlon,turin-2006,Men
125km pursuit men,Biathlon,turin-2006,Men
4x75km relay men,Biathlon,turin-2006,Men
4x6km relay women,Biathlon,turin-2006,Women
10km women,Cross Country Skiing,turin-2006,Women
50km men,Cross Country Skiing,turin-2006,Men
Relay 4x10km men,Cross Country Skiing,turin-2006,Men
Sprint 15km men,Cross Country Skiing,turin-2006,Men
Relay 4x5km women,Cross Country Skiing,turin-2006,Women
Team sprint men,Cross Country Skiing,turin-2006,Men
15km men,Cross Country Skiing,turin-2006,Men
sprint 15km women,Cross Country Skiing,turin-2006,Women
Skiathlon 75km 75km women,Cross Country Skiing,turin-2006,Women
30km women,Cross Country Skiing,turin-2006,Women
Skiathlon 15km 15km men,Cross Country Skiing,turin-2006,Men
Team sprint women,Cross Country Skiing,turin-2006,Women
ice hockey women,Ice Hockey,turin-2006,Women
ice hockey men,Ice Hockey,turin-2006,Men
alpine combined women,Alpine Skiing,turin-2006,Women
super-G women,Alpine Skiing,turin-2006,Women
slalom men,Alpine Skiing,turin-2006,Men
giant slalom women,Alpine Skiing,turin-2006,Women
alpine combined men,Alpine Skiing,turin-2006,Men
downhill women,Alpine Skiing,turin-2006,Women
giant slalom men,Alpine Skiing,turin-2006,Men
downhill men,Alpine Skiing,turin-2006,Men
super-G men,Alpine Skiing,turin-2006,Men
slalom women,Alpine Skiing,turin-2006,Women
Singles women,Luge,turin-2006,Women
Doubles mixed,Luge,turin-2006,Mixed
Singles men,Luge,turin-2006,Men
Moguls men,Freestyle Skiing,turin-2006,Men
Moguls women,Freestyle Skiing,turin-2006,Women
Aerials men,Freestyle Skiing,turin-2006,Men
Aerials women,Freestyle Skiing,turin-2006,Women
1500m women,Speed skating,turin-2006,Women
2x500m women,Speed skating,turin-2006,Women
10000m men,Speed skating,turin-2006,Men
1000m men,Speed skating,turin-2006,Men
5000m men,Speed skating,turin-2006,Men
3000m women,Speed skating,turin-2006,Women
1500m men,Speed skating,turin-2006,Men
2x500m men,Speed skating,turin-2006,Men
Team pursuit men,Speed skating,turin-2006,Men
5000m women,Speed skating,turin-2006,Women
Team pursuit women,Speed skating,turin-2006,Women
1000m women,Speed skating,turin-2006,Women
Individual men,Nordic Combined,turin-2006,Men
Team men,Nordic Combined,turin-2006,Men
Individual sprint men,Nordic Combined,turin-2006,Men
Individual women,Figure skating,turin-2006,Women
Pairs mixed,Figure skating,turin-2006,Mixed
Individual men,Figure skating,turin-2006,Men
Ice dancing mixed,Figure skating,turin-2006,Mixed
two-woman women,Bobsleigh,turin-2006,Women
four-man men,Bobsleigh,turin-2006,Men
two-man men,Bobsleigh,turin-2006,Men
Large Hill Individual men,Ski Jumping,turin-2006,Men
Teams men,Ski Jumping,turin-2006,Men
Normal Hill Individual men,Ski Jumping,turin-2006,Men
Individual men,Skeleton,turin-2006,Men
Individual women,Skeleton,turin-2006,Women
5000m relay men,Short Track Speed Skating,turin-2006,Men
1000m women,Short Track Speed Skating,turin-2006,Women
500m men,Short Track Speed Skating,turin-2006,Men
500m women,Short Track Speed Skating,turin-2006,Women
3000m relay women,Short Track Speed Skating,turin-2006,Women
1500m men,Short Track Speed Skating,turin-2006,Men
1000m men,Short Track Speed Skating,turin-2006,Men
1500m women,Short Track Speed Skating,turin-2006,Women
Giant parallel slalom women,Snowboard,turin-2006,Women
Snowboard Cross women,Snowboard,turin-2006,Women
Giant parallel slalom men,Snowboard,turin-2006,Men
Half-pipe women,Snowboard,turin-2006,Women
Snowboard Cross men,Snowboard,turin-2006,Men
Half-pipe men,Snowboard,turin-2006,Men
curling women,Curling,turin-2006,Women
curling men,Curling,turin-2006,Men
lightweight coxless four 4 men,Rowing,athens-2004,Men
pair without coxswain 2 men,Rowing,athens-2004,Men
single sculls 1x women,Rowing,athens-2004,Women
four without coxswain 4 men,Rowing,athens-2004,Men
double sculls 2x men,Rowing,athens-2004,Men
eight with coxswain 8 women,Rowing,athens-2004,Women
lightweight double sculls 2x men,Rowing,athens-2004,Men
single sculls 1x men,Rowing,athens-2004,Men
pair without coxswain 2 women,Rowing,athens-2004,Women
quadruple sculls without coxsw women,Rowing,athens-2004,Women
eight with coxswain 8 men,Rowing,athens-2004,Men
quadruple sculls without coxsw men,Rowing,athens-2004,Men
double sculls 2x women,Rowing,athens-2004,Women
lightweight double sculls 2x women,Rowing,athens-2004,Women
basketball women,Basketball,athens-2004,Women
basketball men,Basketball,athens-2004,Men
hammer throw men,Athletics,athens-2004,Men
400m hurdles men,Athletics,athens-2004,Men
3000m steeplechase men,Athletics,athens-2004,Men
long jump women,Athletics,athens-2004,Women
marathon men,Athletics,athens-2004,Men
4x400m relay women,Athletics,athens-2004,Women
javelin throw women,Athletics,athens-2004,Women
1500m men,Athletics,athens-2004,Men
400m women,Athletics,athens-2004,Women
1500m women,Athletics,athens-2004,Women
triple jump women,Athletics,athens-2004,Women
110m hurdles men,Athletics,athens-2004,Men
20km walk men,Athletics,athens-2004,Men
4x100m relay men,Athletics,athens-2004,Men
50km walk men,Athletics,athens-2004,Men
shot put men,Athletics,athens-2004,Men
800m men,Athletics,athens-2004,Men
400m men,Athletics,athens-2004,Men
pole vault men,Athletics,athens-2004,Men
20km race walk women,Athletics,athens-2004,Women
marathon women,Athletics,athens-2004,Women
triple jump men,Athletics,athens-2004,Men
high jump men,Athletics,athens-2004,Men
javelin throw men,Athletics,athens-2004,Men
hammer throw women,Athletics,athens-2004,Women
long jump men,Athletics,athens-2004,Men
400m hurdles women,Athletics,athens-2004,Women
10000m men,Athletics,athens-2004,Men
200m women,Athletics,athens-2004,Women
shot put women,Athletics,athens-2004,Women
4x400m relay men,Athletics,athens-2004,Men
pole vault women,Athletics,athens-2004,Women
10000m women,Athletics,athens-2004,Women
800m women,Athletics,athens-2004,Women
high jump women,Athletics,athens-2004,Women
100m men,Athletics,athens-2004,Men
discus throw women,Athletics,athens-2004,Women
100m women,Athletics,athens-2004,Women
decathlon men,Athletics,athens-2004,Men
5000m women,Athletics,athens-2004,Women
800 metres Wheelchair Women,Athletics,athens-2004,Women
4x100m relay women,Athletics,athens-2004,Women
100m hurdles women,Athletics,athens-2004,Women
200m men,Athletics,athens-2004,Men
5000m men,Athletics,athens-2004,Men
heptathlon women,Athletics,athens-2004,Women
"1,500 metres Wheelchair Men",Athletics,athens-2004,Men
discus throw men,Athletics,athens-2004,Men
Individual women,Trampoline,athens-2004,Women
Individual men,Trampoline,athens-2004,Men
individual time trial men,Cycling Road,athens-2004,Men
individual road race men,Cycling Road,athens-2004,Men
individual road race women,Cycling Road,athens-2004,Women
individual time trial women,Cycling Road,athens-2004,Women
team mixed,Equestrian Eventing,athens-2004,Mixed
individual mixed,Equestrian Eventing,athens-2004,Mixed
Singles women,Table Tennis,athens-2004,Women
Singles men,Table Tennis,athens-2004,Men
doubles women,Table Tennis,athens-2004,Women
doubles men,Table Tennis,athens-2004,Men
"Lightweight, Freestyle (≤60 kilograms) Men",Wrestling,athens-2004,Men
"Heavyweight, Greco-Roman (≤96 kilograms) Men",Wrestling,athens-2004,Men
"Flyweight, Freestyle (≤48 kilograms) Women",Wrestling,athens-2004,Women
"Heavyweight, Freestyle (≤72 kilograms) Women",Wrestling,athens-2004,Women
"Lightweight, Freestyle (≤55 kilograms) Women",Wrestling,athens-2004,Women
"Welterweight, Greco-Roman (≤66 kilograms) Men",Wrestling,athens-2004,Men
"Light-Heavyweight, Greco-Roman (≤84 kilograms) Men",Wrestling,athens-2004,Men
"Light-Heavyweight, Freestyle (≤84 kilograms) Men",Wrestling,athens-2004,Men
"Middleweight, Freestyle (≤63 kilograms) Women",Wrestling,athens-2004,Women
"Featherweight, Freestyle (≤55 kilograms) Men",Wrestling,athens-2004,Men
"Middleweight, Freestyle (≤74 kilograms) Men",Wrestling,athens-2004,Men
"Super-Heavyweight, Greco-Roman (≤120 kilograms) Men",Wrestling,athens-2004,Men
"Lightweight, Greco-Roman (≤60 kilograms) Men",Wrestling,athens-2004,Men
"Heavyweight, Freestyle (≤96 kilograms) Men",Wrestling,athens-2004,Men
"Super-Heavyweight, Freestyle (≤120 kilograms) Men",Wrestling,athens-2004,Men
"Welterweight, Freestyle (≤66 kilograms) Men",Wrestling,athens-2004,Men
"Middleweight, Greco-Roman (≤74 kilograms) Men",Wrestling,athens-2004,Men
"Featherweight, Greco-Roman (≤55 kilograms) Men",Wrestling,athens-2004,Men
57 - 67 kg women,Taekwondo,athens-2004,Women
Athens 2004 Taekwondo - 58 kg men,Taekwondo,athens-2004,Men
58 - 68 kg men,Taekwondo,athens-2004,Men
Athens 2004 Taekwondo - 49 kg women,Taekwondo,athens-2004,Women
68 - 80 kg men,Taekwondo,athens-2004,Men
49 - 57 kg women,Taekwondo,athens-2004,Women
80 kg men,Taekwondo,athens-2004,Men
67 kg women,Taekwondo,athens-2004,Women
points race women,Cycling Track,athens-2004,Women
Individual Pursuit men,Cycling Track,athens-2004,Men
individual pursuit women,Cycling Track,athens-2004,Women
Keirin men,Cycling Track,athens-2004,Men
Team Pursuit 4000m men,Cycling Track,athens-2004,Men
Sprint individual men,Cycling Track,athens-2004,Men
1km time trial men,Cycling Track,athens-2004,Men
sprint women,Cycling Track,athens-2004,Women
Points Race men,Cycling Track,athens-2004,Men
500m time trial women,Cycling Track,athens-2004,Women
Madison men,Cycling Track,athens-2004,Men
Team sprint men,Cycling Track,athens-2004,Men
individual mixed,Equestrian Dressage,athens-2004,Mixed
team mixed,Equestrian Dressage,athens-2004,Mixed
200m butterfly men,Swimming,athens-2004,Men
100m butterfly men,Swimming,athens-2004,Men
1500m freestyle men,Swimming,athens-2004,Men
50m freestyle men,Swimming,athens-2004,Men
4x100m medley relay men,Swimming,athens-2004,Men
200m butterfly women,Swimming,athens-2004,Women
800m freestyle women,Swimming,athens-2004,Women
200m backstroke women,Swimming,athens-2004,Women
400m individual medley men,Swimming,athens-2004,Men
200m freestyle men,Swimming,athens-2004,Men
400m freestyle men,Swimming,athens-2004,Men
100m backstroke men,Swimming,athens-2004,Men
4x100m medley relay women,Swimming,athens-2004,Women
200m individual medley women,Swimming,athens-2004,Women
4x100m freestyle relay women,Swimming,athens-2004,Women
100m freestyle women,Swimming,athens-2004,Women
400m freestyle women,Swimming,athens-2004,Women
200m individual medley men,Swimming,athens-2004,Men
200m breaststroke women,Swimming,athens-2004,Women
100m breaststroke men,Swimming,athens-2004,Men
4x100m freestyle relay men,Swimming,athens-2004,Men
4x200m freestyle relay men,Swimming,athens-2004,Men
200m backstroke men,Swimming,athens-2004,Men
100m freestyle men,Swimming,athens-2004,Men
50m freestyle women,Swimming,athens-2004,Women
200m breaststroke men,Swimming,athens-2004,Men
400m individual medley women,Swimming,athens-2004,Women
4x200m freestyle relay women,Swimming,athens-2004,Women
100m breaststroke women,Swimming,athens-2004,Women
100m butterfly women,Swimming,athens-2004,Women
100m backstroke women,Swimming,athens-2004,Women
200m freestyle women,Swimming,athens-2004,Women
volleyball men,Volleyball,athens-2004,Men
volleyball women,Volleyball,athens-2004,Women
football men,Football,athens-2004,Men
football women,Football,athens-2004,Women
53kg women,Weightlifting,athens-2004,Women
105kg superheavyweight men,Weightlifting,athens-2004,Men
62kg featherweight men,Weightlifting,athens-2004,Men
48kg women,Weightlifting,athens-2004,Women
63kg women,Weightlifting,athens-2004,Women
69kg women,Weightlifting,athens-2004,Women
85kg men,Weightlifting,athens-2004,Men
77kg men,Weightlifting,athens-2004,Men
94kg men,Weightlifting,athens-2004,Men
58kg women,Weightlifting,athens-2004,Women
75kg women,Weightlifting,athens-2004,Women
+75kg women,Weightlifting,athens-2004,Women
105kg heavyweight men,Weightlifting,athens-2004,Men
69kg men,Weightlifting,athens-2004,Men
56kg bantamweight men,Weightlifting,athens-2004,Men
team FITA Olympic round 70m men,Archery,athens-2004,Men
Individual competition men,Archery,athens-2004,Men
individual FITA Olympic round 70m women,Archery,athens-2004,Women
team FITA Olympic round 70m women,Archery,athens-2004,Women
individual all-round women,Gymnastics Rhythmic,athens-2004,Women
group competition women,Gymnastics Rhythmic,athens-2004,Women
Singles men,Tennis,athens-2004,Men
doubles women,Tennis,athens-2004,Women
Singles women,Tennis,athens-2004,Women
doubles men,Tennis,athens-2004,Men
50m rifle 3 positions 3x20 shots women,Shooting,athens-2004,Women
10m air pistol 40 shots women,Shooting,athens-2004,Women
25m pistol 3030 shots women,Shooting,athens-2004,Women
10m air rifle 40 shots women,Shooting,athens-2004,Women
10m air rifle 60 shots men,Shooting,athens-2004,Men
skeet (125 targets) men,Shooting,athens-2004,Men
double trap 120 targets women,Shooting,athens-2004,Women
50m pistol 60 shots men,Shooting,athens-2004,Men
trap 125 targets men,Shooting,athens-2004,Men
trap 75 targets women,Shooting,athens-2004,Women
10m air pistol 60 shots men,Shooting,athens-2004,Men
skeet 75 targets women,Shooting,athens-2004,Women
double trap 150 targets men,Shooting,athens-2004,Men
10m running target 3030 shot men,Shooting,athens-2004,Men
